sim_number	x_coord_loc_0,x_coord_loc_1,x_coord_loc_2,x_coord_loc_3,x_coord_loc_4,x_coord_loc_5,x_coord_loc_6,x_coord_loc_7,x_coord_loc_8,x_coord_loc_9	y_coord_loc_0,y_coord_loc_1,y_coord_loc_2,y_coord_loc_3,y_coord_loc_4,y_coord_loc_5,y_coord_loc_6,y_coord_loc_7,y_coord_loc_8,y_coord_loc_9	m_0_1_1_0_z_1,m_0_2_2_0_z_2,m_0_3_3_0_z_3,m_0_4_4_0_z_4,m_0_5_5_0_z_5,m_0_6_6_0_z_6,m_0_7_7_0_z_7,m_0_8_8_0_z_8,m_0_9_9_0_z_9,m_1_0_0_1_z_10,m_1_2_2_1_z_12,m_1_3_3_1_z_13,m_1_4_4_1_z_14,m_1_5_5_1_z_15,m_1_6_6_1_z_16,m_1_7_7_1_z_17,m_1_8_8_1_z_18,m_1_9_9_1_z_19,m_2_0_0_2_z_20,m_2_1_1_2_z_21,m_2_3_3_2_z_23,m_2_4_4_2_z_24,m_2_5_5_2_z_25,m_2_6_6_2_z_26,m_2_7_7_2_z_27,m_2_8_8_2_z_28,m_2_9_9_2_z_29,m_3_0_0_3_z_30,m_3_1_1_3_z_31,m_3_2_2_3_z_32,m_3_4_4_3_z_34,m_3_5_5_3_z_35,m_3_6_6_3_z_36,m_3_7_7_3_z_37,m_3_8_8_3_z_38,m_3_9_9_3_z_39,m_4_0_0_4_z_40,m_4_1_1_4_z_41,m_4_2_2_4_z_42,m_4_3_3_4_z_43,m_4_5_5_4_z_45,m_4_6_6_4_z_46,m_4_7_7_4_z_47,m_4_8_8_4_z_48,m_4_9_9_4_z_49,m_5_0_0_5_z_50,m_5_1_1_5_z_51,m_5_2_2_5_z_52,m_5_3_3_5_z_53,m_5_4_4_5_z_54,m_5_6_6_5_z_56,m_5_7_7_5_z_57,m_5_8_8_5_z_58,m_5_9_9_5_z_59,m_6_0_0_6_z_60,m_6_1_1_6_z_61,m_6_2_2_6_z_62,m_6_3_3_6_z_63,m_6_4_4_6_z_64,m_6_5_5_6_z_65,m_6_7_7_6_z_67,m_6_8_8_6_z_68,m_6_9_9_6_z_69,m_7_0_0_7_z_70,m_7_1_1_7_z_71,m_7_2_2_7_z_72,m_7_3_3_7_z_73,m_7_4_4_7_z_74,m_7_5_5_7_z_75,m_7_6_6_7_z_76,m_7_8_8_7_z_78,m_7_9_9_7_z_79,m_8_0_0_8_z_80,m_8_1_1_8_z_81,m_8_2_2_8_z_82,m_8_3_3_8_z_83,m_8_4_4_8_z_84,m_8_5_5_8_z_85,m_8_6_6_8_z_86,m_8_7_7_8_z_87,m_8_9_9_8_z_89,m_9_0_0_9_z_90,m_9_1_1_9_z_91,m_9_2_2_9_z_92,m_9_3_3_9_z_93,m_9_4_4_9_z_94,m_9_5_5_9_z_95,m_9_6_6_9_z_96,m_9_7_7_9_z_97,m_9_8_8_9_z_98
sim144	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025
sim146	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326,0.00326
sim148	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359,0.00359
sim157	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313
sim161	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335,0.00335
sim162	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334,0.00334
sim164	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329,0.00329
sim168	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176,0.00176
sim172	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154,0.00154
sim176	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244,0.00244
sim178	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413,0.00413
sim184	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313,0.00313
sim185	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216,0.00216
sim186	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057,0.00057
sim193	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342
sim196	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167,0.00167
sim201	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469,0.00469
sim203	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481,0.00481
sim205	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462,0.00462
sim209	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037,0.0037
sim210	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136,0.00136
sim213	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083,0.00083
sim214	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059,0.00059
sim216	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127,0.00127
