sim_number	index_location_0,index_location_1,index_location_2,index_location_3,index_location_4,index_location_5,index_location_6,index_location_7,index_location_8,index_location_9	R_0_0,R_0_1,R_0_2,R_0_3,R_0_4,R_0_5,R_0_6,R_0_7,R_0_8,R_0_9	S_0_0,S_0_1,S_0_2,S_0_3,S_0_4,S_0_5,S_0_6,S_0_7,S_0_8,S_0_9	beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9 	mu	sampling_rate_0,sampling_rate_1,sampling_rate_2,sampling_rate_3,sampling_rate_4,sampling_rate_5,sampling_rate_6,sampling_rate_7,sampling_rate_8,sampling_rate_9	max_tips	mean_migration_rate	 tree_length	num_tips	mean_branch_length	loc0_imports_per_capita_from_0,loc0_imports_per_capita_from_1,loc0_imports_per_capita_from_2,loc0_imports_per_capita_from_3,loc0_imports_per_capita_from_4,loc0_imports_per_capita_from_5,loc0_imports_per_capita_from_6,loc0_imports_per_capita_from_7,loc0_imports_per_capita_from_8,loc0_imports_per_capita_from_9:loc1_imports_per_capita_from_0,loc1_imports_per_capita_from_1,loc1_imports_per_capita_from_2,loc1_imports_per_capita_from_3,loc1_imports_per_capita_from_4,loc1_imports_per_capita_from_5,loc1_imports_per_capita_from_6,loc1_imports_per_capita_from_7,loc1_imports_per_capita_from_8,loc1_imports_per_capita_from_9:loc2_imports_per_capita_from_0,loc2_imports_per_capita_from_1,loc2_imports_per_capita_from_2,loc2_imports_per_capita_from_3,loc2_imports_per_capita_from_4,loc2_imports_per_capita_from_5,loc2_imports_per_capita_from_6,loc2_imports_per_capita_from_7,loc2_imports_per_capita_from_8,loc2_imports_per_capita_from_9:loc3_imports_per_capita_from_0,loc3_imports_per_capita_from_1,loc3_imports_per_capita_from_2,loc3_imports_per_capita_from_3,loc3_imports_per_capita_from_4,loc3_imports_per_capita_from_5,loc3_imports_per_capita_from_6,loc3_imports_per_capita_from_7,loc3_imports_per_capita_from_8,loc3_imports_per_capita_from_9:loc4_imports_per_capita_from_0,loc4_imports_per_capita_from_1,loc4_imports_per_capita_from_2,loc4_imports_per_capita_from_3,loc4_imports_per_capita_from_4,loc4_imports_per_capita_from_5,loc4_imports_per_capita_from_6,loc4_imports_per_capita_from_7,loc4_imports_per_capita_from_8,loc4_imports_per_capita_from_9:loc5_imports_per_capita_from_0,loc5_imports_per_capita_from_1,loc5_imports_per_capita_from_2,loc5_imports_per_capita_from_3,loc5_imports_per_capita_from_4,loc5_imports_per_capita_from_5,loc5_imports_per_capita_from_6,loc5_imports_per_capita_from_7,loc5_imports_per_capita_from_8,loc5_imports_per_capita_from_9:loc6_imports_per_capita_from_0,loc6_imports_per_capita_from_1,loc6_imports_per_capita_from_2,loc6_imports_per_capita_from_3,loc6_imports_per_capita_from_4,loc6_imports_per_capita_from_5,loc6_imports_per_capita_from_6,loc6_imports_per_capita_from_7,loc6_imports_per_capita_from_8,loc6_imports_per_capita_from_9:loc7_imports_per_capita_from_0,loc7_imports_per_capita_from_1,loc7_imports_per_capita_from_2,loc7_imports_per_capita_from_3,loc7_imports_per_capita_from_4,loc7_imports_per_capita_from_5,loc7_imports_per_capita_from_6,loc7_imports_per_capita_from_7,loc7_imports_per_capita_from_8,loc7_imports_per_capita_from_9:loc8_imports_per_capita_from_0,loc8_imports_per_capita_from_1,loc8_imports_per_capita_from_2,loc8_imports_per_capita_from_3,loc8_imports_per_capita_from_4,loc8_imports_per_capita_from_5,loc8_imports_per_capita_from_6,loc8_imports_per_capita_from_7,loc8_imports_per_capita_from_8,loc8_imports_per_capita_from_9:loc9_imports_per_capita_from_0,loc9_imports_per_capita_from_1,loc9_imports_per_capita_from_2,loc9_imports_per_capita_from_3,loc9_imports_per_capita_from_4,loc9_imports_per_capita_from_5,loc9_imports_per_capita_from_6,loc9_imports_per_capita_from_7,loc9_imports_per_capita_from_8,loc9_imports_per_capita_from_9	 infections_per_capita_0,infections_per_capita_1,infections_per_capita_2,infections_per_capita_3,infections_per_capita_4,infections_per_capita_5,infections_per_capita_6,infections_per_capita_7,infections_per_capita_8,infections_per_capita_9	time_of_first_import_0,time_of_first_import_1,time_of_first_import_2,time_of_first_import_3,time_of_first_import_4,time_of_first_import_5,time_of_first_import_6,time_of_first_import_7,time_of_first_import_8,time_of_first_import_9	proportion_tips_sampled 	time_of_mass_sample	runtime	num_I_at_mass_sample_time	num_extant_sampled
sim130	0,0,0,1,0	2.82818,2.82818,2.82818,2.82818,2.82818,2.82818,2.82818,2.82818,2.82818,2.82818	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633,0.000000091633	.03164	.00076,.00076,.00076,.00076,.00076,.00076,.00076,.00076,.00076,.00076	499	.00282	100.00000906	30	27.86275440	0,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,1e-05,0:0,0,1e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0:1e-05,0,0,2e-05,1e-05,1e-05,0,1e-05,0,0:0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0:1e-05,1e-05,1e-05,3e-05,0,1e-05,0,1e-05,0,0:0,1e-05,0,3e-05,1e-05,0,0,1e-05,1e-05,0:0,1e-05,1e-05,3e-05,0,0,0,1e-05,1e-05,0:1e-05,1e-05,0,2e-05,1e-05,0,0,0,1e-05,0:1e-05,0,1e-05,2e-05,0,1e-05,0,0,0,0:1e-05,1e-05,0,2e-05,0,1e-05,0,0,1e-05,0	0.000187,0.00021,0.000206,0.000709,0.000199,0.000216,0.000161,0.000236,0.000223,8.6e-05	42.62907203,16.18869229,26.82275639,0,37.4649462,18.02200456,29.54211848,43.92319091,30.02170244,55.89228544	1	100	100	1529	10
sim135	0,0,0,1,0	4.56644,4.56644,4.56644,4.56644,4.56644,4.56644,4.56644,4.56644,4.56644,4.56644	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074,0.000000115074	.02355	.00165,.00165,.00165,.00165,.00165,.00165,.00165,.00165,.00165,.00165	499	.00025	100.00000981	113	16.49735348	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,1e-05,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,1e-05,0	1.5e-05,2.2e-05,2.2e-05,0.000184,3.1e-05,6e-05,2.3e-05,1e-05,0.004185,1.2e-05	64.23233911,68.16478505,60.86446455,65.78115119,71.69163585,66.67592194,72.89072604,83.1931317,0,68.01152668	1	100	100	3552	43
sim144	0,0,1,0,0	3.89060,3.89060,3.89060,3.89060,3.89060,3.89060,3.89060,3.89060,3.89060,3.89060	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724,0.000000130724	.03341	.00019,.00019,.00019,.00019,.00019,.00019,.00019,.00019,.00019,.00019	499	.00025	100.00000996	304	21.06431955	0,0,6e-05,0,0,0,0,0,0,0:0,0,6e-05,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,7e-05,0,0,0,0,0,0,0:0,0,6e-05,0,0,0,0,0,0,0:0,0,6e-05,0,0,0,0,0,0,0:0,0,4e-05,0,0,0,0,0,0,0:0,0,6e-05,0,0,0,0,0,0,0:0,0,7e-05,0,0,0,0,0,0,0:0,0,6e-05,0,0,0,0,0,0,0	0.000123,0.000566,0.031296,0.000411,0.000138,0.000254,0.000283,0.000619,0.000326,0.000589	57.7113489,48.36463703,0,60.20330006,54.22506271,57.8075425,57.97902627,51.71121522,51.76394605,59.47879328	1	100	100	25541	250
sim146	1,0,0,0,0	3.33392,3.33392,3.33392,3.33392,3.33392,3.33392,3.33392,3.33392,3.33392,3.33392	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379,0.000000074379	.01835	.00396,.00396,.00396,.00396,.00396,.00396,.00396,.00396,.00396,.00396	499	.00326	100.00000984	74	17.95297645	0,0,0,0,0,2e-05,0,0,1e-05,0:1e-05,0,0,0,0,1e-05,1e-05,0,0,0:1e-05,0,0,1e-05,0,1e-05,0,0,0,0:1e-05,1e-05,0,0,0,1e-05,0,0,0,0:0,0,1e-05,0,0,1e-05,0,0,0,0:0,0,0,0,0,0,1e-05,0,0,1e-05:0,1e-05,0,0,0,1e-05,0,0,1e-05,0:1e-05,0,0,0,0,2e-05,1e-05,0,0,0:0,0,0,0,0,1e-05,1e-05,0,0,0:0,0,0,0,0,1e-05,1e-05,0,0,0	0.000153,0.000116,4.6e-05,5.4e-05,5.6e-05,0.000293,0.000107,5.9e-05,9e-05,0.000151	30.40736069,26.04844923,37.84224631,31.43410798,52.09618815,0,17.10576828,36.97367708,9.36606229,31.44312219	1	100	100	777	14
sim148	0,0,0,1,0	5.40200,5.40200,5.40200,5.40200,5.40200,5.40200,5.40200,5.40200,5.40200,5.40200	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827,0.000000101827	.01576	.00309,.00309,.00309,.00309,.00309,.00309,.00309,.00309,.00309,.00309	499	.00359	100.00000999	445	15.20541686	0,4e-05,4e-05,4e-05,4e-05,3e-05,4e-05,3e-05,5e-05,3e-05:4e-05,0,3e-05,3e-05,5e-05,4e-05,6e-05,5e-05,6e-05,5e-05:4e-05,5e-05,0,4e-05,4e-05,3e-05,6e-05,3e-05,7e-05,4e-05:4e-05,4e-05,4e-05,0,5e-05,2e-05,5e-05,4e-05,5e-05,3e-05:3e-05,4e-05,4e-05,5e-05,0,3e-05,6e-05,4e-05,7e-05,3e-05:3e-05,6e-05,3e-05,4e-05,5e-05,0,5e-05,4e-05,6e-05,3e-05:4e-05,5e-05,4e-05,4e-05,6e-05,3e-05,0,3e-05,5e-05,5e-05:4e-05,4e-05,3e-05,4e-05,5e-05,2e-05,4e-05,0,5e-05,4e-05:4e-05,5e-05,3e-05,4e-05,5e-05,2e-05,5e-05,3e-05,0,5e-05:4e-05,5e-05,4e-05,4e-05,5e-05,3e-05,6e-05,3e-05,5e-05,0	0.001045,0.001373,0.001029,0.001075,0.001302,0.00073,0.001472,0.00094,0.001661,0.001089	5.75232666,8.75415739,18.58792469,7.44102682,14.73836277,9.01891922,12.53703287,0,30.5783671,40.68036903	1	100	100	9563	96
sim157	0,0,1,0,0	4.15136,4.15136,4.15136,4.15136,4.15136,4.15136,4.15136,4.15136,4.15136,4.15136	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236,0.000000139236	.02861	.00493,.00493,.00493,.00493,.00493,.00493,.00493,.00493,.00493,.00493	499	.00313	100.00000972	218	10.53281939	0,0,1e-05,1e-05,2e-05,0,0,2e-05,1e-05,1e-05:1e-05,0,0,1e-05,2e-05,0,0,3e-05,2e-05,1e-05:1e-05,1e-05,0,1e-05,2e-05,1e-05,0,2e-05,2e-05,0:1e-05,1e-05,0,0,2e-05,0,1e-05,2e-05,1e-05,1e-05:1e-05,1e-05,1e-05,1e-05,0,0,1e-05,2e-05,2e-05,1e-05:1e-05,0,1e-05,1e-05,2e-05,0,1e-05,2e-05,2e-05,2e-05:1e-05,1e-05,0,1e-05,1e-05,0,0,3e-05,1e-05,1e-05:1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,0,2e-05,1e-05:1e-05,1e-05,1e-05,0,2e-05,1e-05,1e-05,3e-05,0,1e-05:1e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05,0	0.000493,0.000354,0.000277,0.00034,0.000781,0.000176,0.000303,0.00109,0.000842,0.000443	52.73842741,58.56026824,60.82595567,45.07273246,14.86879974,0,64.47114918,33.02353043,38.52797863,63.53385494	1	100	100	3816	28
sim161	0,0,0,0,1	3.38468,3.38468,3.38468,3.38468,3.38468,3.38468,3.38468,3.38468,3.38468,3.38468	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816,0.000000064816	.01516	.00399,.00399,.00399,.00399,.00399,.00399,.00399,.00399,.00399,.00399	499	.00335	100.00000786	22	15.13984165	0,0,0,0,0,0,0,0,0,1e-05:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,1e-05:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,1e-05,0,1e-05:0,0,0,0,0,0,0,1e-05,0,1e-05:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,1e-05:0,0,0,0,0,0,0,0,0,1e-05:0,0,0,0,0,0,0,1e-05,0,0	2.4e-05,1.4e-05,1.1e-05,3.4e-05,2.5e-05,3.8e-05,2.6e-05,9.7e-05,4.2e-05,0.000121	46.36824136,17.22145751,38.70482424,71.89031435,62.77583056,0,70.02475572,38.80373623,57.36498133,9.11719142	1	100	100	333	2
sim162	0,0,1,0,0	3.64466,3.64466,3.64466,3.64466,3.64466,3.64466,3.64466,3.64466,3.64466,3.64466	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811,0.000000100811	.02578	.00188,.00188,.00188,.00188,.00188,.00188,.00188,.00188,.00188,.00188	499	.00334	100.00000995	66	17.98650228	0,1e-05,0,1e-05,0,0,0,1e-05,0,1e-05:1e-05,0,0,1e-05,0,1e-05,0,0,0,1e-05:1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,2e-05:1e-05,1e-05,0,0,0,1e-05,0,0,0,3e-05:1e-05,1e-05,0,1e-05,0,0,0,1e-05,0,2e-05:1e-05,0,0,1e-05,1e-05,0,0,1e-05,0,2e-05:1e-05,0,0,0,0,1e-05,0,1e-05,0,1e-05:2e-05,0,1e-05,1e-05,1e-05,1e-05,0,0,0,2e-05:1e-05,1e-05,0,1e-05,1e-05,0,0,1e-05,0,1e-05:2e-05,0,1e-05,0,0,1e-05,0,2e-05,0,0	0.000341,0.000243,0.000108,0.000222,0.000117,0.000164,8.7e-05,0.000347,0.000163,0.00061	36.47019614,47.60580997,53.72774638,20.34316931,35.07553486,0,51.30589478,34.71875927,45.06274532,9.58030688	1	100	100	1737	13
sim164	0,1,0,0,0	6.33092,6.33092,6.33092,6.33092,6.33092,6.33092,6.33092,6.33092,6.33092,6.33092	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912,0.000000090912	.01339	.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097,.00097	499	.00329	100.00000966	109	21.49651655	0,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,3e-05,1e-05,2e-05:2e-05,0,2e-05,1e-05,2e-05,3e-05,3e-05,3e-05,1e-05,2e-05:2e-05,3e-05,0,2e-05,2e-05,3e-05,3e-05,3e-05,2e-05,2e-05:3e-05,2e-05,2e-05,0,2e-05,3e-05,2e-05,2e-05,2e-05,1e-05:2e-05,3e-05,3e-05,2e-05,0,2e-05,2e-05,3e-05,1e-05,2e-05:3e-05,3e-05,2e-05,2e-05,2e-05,0,2e-05,3e-05,2e-05,2e-05:2e-05,4e-05,3e-05,2e-05,2e-05,2e-05,0,3e-05,2e-05,2e-05:2e-05,4e-05,2e-05,2e-05,2e-05,2e-05,3e-05,0,2e-05,2e-05:2e-05,3e-05,2e-05,1e-05,2e-05,3e-05,2e-05,2e-05,0,2e-05:2e-05,2e-05,2e-05,2e-05,2e-05,3e-05,3e-05,3e-05,2e-05,0	0.00055,0.000876,0.000589,0.000477,0.000542,0.000648,0.000743,0.00068,0.000458,0.000619	17.04760453,0,30.43562672,21.64955192,48.82440391,2.19457688,11.58636905,16.89176638,16.84620365,32.30759926	1	100	100	5224	51
sim168	1,0,0,0,0	2.81354,2.81354,2.81354,2.81354,2.81354,2.81354,2.81354,2.81354,2.81354,2.81354	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999,0.000000117999	.03755	.00439,.00439,.00439,.00439,.00439,.00439,.00439,.00439,.00439,.00439	499	.00176	100.00000983	294	13.64530143	0,0,1e-05,0,0,1e-05,0,1e-05,0,1e-05:5e-05,0,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,1e-05:5e-05,1e-05,0,0,1e-05,1e-05,1e-05,0,0,0:4e-05,2e-05,0,0,0,1e-05,0,1e-05,0,0:4e-05,1e-05,1e-05,0,0,1e-05,0,0,1e-05,0:6e-05,1e-05,0,0,1e-05,0,0,1e-05,1e-05,1e-05:4e-05,1e-05,0,0,1e-05,1e-05,0,1e-05,0,1e-05:6e-05,2e-05,0,1e-05,1e-05,1e-05,0,0,1e-05,1e-05:4e-05,1e-05,0,0,1e-05,1e-05,0,0,0,1e-05:6e-05,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0	0.003092,0.000765,0.000375,0.000282,0.000444,0.000697,0.000207,0.000414,0.000334,0.000348	0,21.83467598,42.97651468,38.2496391,40.5706597,43.10602489,40.14360756,42.85643633,34.88927746,30.97019148	1	100	100	4498	45
sim172	1,0,0,0,0	3.37568,3.37568,3.37568,3.37568,3.37568,3.37568,3.37568,3.37568,3.37568,3.37568	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777,0.000000125777	.03326	.00400,.00400,.00400,.00400,.00400,.00400,.00400,.00400,.00400,.00400	499	.00154	100.00000998	499	15.30400712	0,3e-05,3e-05,2e-05,1e-05,1e-04,2e-05,2e-05,1e-05,1e-05:1e-05,0,4e-05,2e-05,1e-05,1e-04,1e-05,1e-05,2e-05,1e-05:2e-05,3e-05,0,4e-05,2e-05,1e-04,2e-05,2e-05,2e-05,1e-05:1e-05,2e-05,4e-05,0,2e-05,1e-04,1e-05,2e-05,1e-05,1e-05:1e-05,4e-05,3e-05,3e-05,0,1e-04,1e-05,2e-05,1e-05,1e-05:1e-05,4e-05,3e-05,3e-05,1e-05,0,1e-05,1e-05,1e-05,1e-05:1e-05,3e-05,4e-05,3e-05,1e-05,0.00011,0,1e-05,2e-05,1e-05:1e-05,4e-05,4e-05,3e-05,2e-05,0.00012,2e-05,0,1e-05,1e-05:2e-05,3e-05,4e-05,3e-05,1e-05,9e-05,2e-05,1e-05,0,1e-05:1e-05,2e-05,3e-05,3e-05,1e-05,0.00011,1e-05,2e-05,1e-05,0	0.001002,0.002369,0.003379,0.002153,0.001164,0.008383,0.001225,0.00112,0.001221,0.00082	28.74731856,31.94607489,25.28525873,28.14082739,24.0695809,0,44.97006092,44.37470134,26.11752373,23.33181695	0.540628	100	100	16128	94
sim176	1,0,0,0,0	4.09514,4.09514,4.09514,4.09514,4.09514,4.09514,4.09514,4.09514,4.09514,4.09514	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328,0.000000093328	.01793	.00486,.00486,.00486,.00486,.00486,.00486,.00486,.00486,.00486,.00486	499	.00244	100.00000990	355	14.86243491	0,2e-05,1e-05,2e-05,1e-05,2e-05,1e-05,1e-05,1e-05,4e-05:1e-05,0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,4e-05:2e-05,2e-05,0,1e-05,1e-05,2e-05,1e-05,0,1e-05,3e-05:2e-05,1e-05,1e-05,0,1e-05,2e-05,2e-05,0,0,5e-05:2e-05,2e-05,0,1e-05,0,1e-05,1e-05,1e-05,1e-05,5e-05:1e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,0,4e-05:2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05,1e-05,6e-05:1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,3e-05,0,1e-05,3e-05:1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,0,4e-05:1e-05,2e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,1e-05,0	0.000635,0.000604,0.000385,0.000498,0.00034,0.00061,0.000601,0.000326,0.000325,0.001612	15.36231587,31.77624183,44.92309674,22.98120987,43.54536651,11.0644976,21.25327756,24.94508569,39.11384216,0	1	100	100	4432	44
sim178	1,0,0,0,0	4.18652,4.18652,4.18652,4.18652,4.18652,4.18652,4.18652,4.18652,4.18652,4.18652	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564,0.000000101564	.02192	.00234,.00234,.00234,.00234,.00234,.00234,.00234,.00234,.00234,.00234	499	.00413	100.00000978	101	17.62542970	0,2e-05,2e-05,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05:2e-05,0,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05:2e-05,2e-05,0,2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05:2e-05,2e-05,2e-05,0,1e-05,2e-05,2e-05,2e-05,1e-05,1e-05:3e-05,2e-05,2e-05,2e-05,0,1e-05,1e-05,1e-05,2e-05,1e-05:2e-05,3e-05,2e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05,2e-05:2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,0,1e-05,1e-05,1e-05:2e-05,2e-05,1e-05,3e-05,1e-05,1e-05,2e-05,0,1e-05,1e-05:1e-05,2e-05,3e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0,1e-05:3e-05,2e-05,2e-05,3e-05,1e-05,1e-05,2e-05,1e-05,2e-05,0	0.000591,0.000575,0.00047,0.000713,0.000302,0.000221,0.000357,0.000201,0.000286,0.000223	0,38.98392031,7.78557987,41.38266621,52.86469946,35.86655972,14.81040686,42.00228716,35.30975668,38.15453859	1	100	100	3067	29
sim184	0,0,1,0,0	3.85580,3.85580,3.85580,3.85580,3.85580,3.85580,3.85580,3.85580,3.85580,3.85580	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609,0.000000120609	.02851	.00277,.00277,.00277,.00277,.00277,.00277,.00277,.00277,.00277,.00277	499	.00313	100.00000993	499	18.67659085	0,9e-05,2e-04,7e-05,0.00012,0.00016,9e-05,0.00011,7e-05,6e-05:0.00011,0,0.00019,7e-05,1e-04,0.00016,1e-04,0.00013,7e-05,7e-05:8e-05,9e-05,0,8e-05,1e-04,0.00015,1e-04,0.00013,7e-05,7e-05:1e-04,8e-05,0.00018,0,8e-05,0.00015,1e-04,0.00011,9e-05,7e-05:1e-04,7e-05,0.00021,7e-05,0,0.00015,1e-04,1e-04,9e-05,6e-05:0.00011,9e-05,0.00023,7e-05,9e-05,0,9e-05,0.00011,8e-05,6e-05:1e-04,7e-05,0.00022,8e-05,1e-04,0.00016,0,1e-04,8e-05,6e-05:0.00011,1e-04,0.00021,8e-05,9e-05,0.00013,0.00011,0,8e-05,8e-05:0.00011,8e-05,0.00018,9e-05,8e-05,0.00014,1e-04,0.00012,0,6e-05:0.00011,8e-05,0.00019,8e-05,1e-04,0.00013,1e-04,0.00011,9e-05,0	0.003933,0.003294,0.00802,0.002986,0.003482,0.005753,0.004121,0.004446,0.003051,0.002582	25.31845476,29.43160195,0,24.39326058,32.53959047,14.85374961,25.40398543,25.24416533,32.95312209,12.58245553	0.380916	100	100	30714	119
sim185	1,0,0,0,0	5.43422,5.43422,5.43422,5.43422,5.43422,5.43422,5.43422,5.43422,5.43422,5.43422	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663,0.000000104663	.01786	.00140,.00140,.00140,.00140,.00140,.00140,.00140,.00140,.00140,.00140	499	.00216	100.00000992	121	18.13717040	0,1e-05,1e-05,1e-05,3e-05,0,2e-05,1e-05,0,1e-05:0,0,1e-05,0,3e-05,1e-05,1e-05,2e-05,1e-05,1e-05:0,1e-05,0,0,3e-05,0,1e-05,1e-05,0,0:1e-05,0,1e-05,0,3e-05,1e-05,1e-05,1e-05,1e-05,1e-05:0,1e-05,1e-05,1e-05,0,0,1e-05,2e-05,0,1e-05:1e-05,0,2e-05,0,3e-05,0,2e-05,1e-05,0,1e-05:1e-05,0,1e-05,0,4e-05,1e-05,0,1e-05,0,1e-05:0,1e-05,1e-05,0,4e-05,1e-05,1e-05,0,1e-05,1e-05:1e-05,1e-05,1e-05,0,3e-05,1e-05,1e-05,1e-05,0,1e-05:0,1e-05,2e-05,0,3e-05,1e-05,1e-05,1e-05,0,0	0.000313,0.000312,0.000507,0.00021,0.001645,0.000274,0.000713,0.000604,0.000287,0.000395	26.16041428,47.20993512,47.23109482,41.92295652,6.24541955,64.57534376,43.67303556,27.83137952,61.08817622,0	1	100	100	4298	48
sim186	1,0,0,0,0	2.56706,2.56706,2.56706,2.56706,2.56706,2.56706,2.56706,2.56706,2.56706,2.56706	1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000	0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368,0.000000097368	.03652	.00141,.00141,.00141,.00141,.00141,.00141,.00141,.00141,.00141,.00141	499	.00057	100.00000706	32	21.10854315	0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,1e-05,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0	2e-05,3.3e-05,1.3e-05,1.2e-05,0.000376,1.2e-05,5.6e-05,0.000824,8.6e-05,1.7e-05	62.48975931,50.22947322,55.30260508,76.73502328,31.93966045,66.32210735,24.41707655,0,66.65388492,29.87469265	1	100	100	923	11
